datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Hour,Weekday,Month,T_lag1,T_lag3,T_lag6,T_lag24,RH_lag1,RH_lag3,RH_lag6,RH_lag24,AH_lag1,AH_lag3,AH_lag6,AH_lag24,C6H6(GT)_lag1,C6H6(GT)_lag3,C6H6(GT)_lag6,C6H6(GT)_lag24,C6H6(GT)_rollmean_3,C6H6(GT)_rollmean_24,CO(GT)_lag1,CO(GT)_lag3,CO(GT)_lag6,CO(GT)_lag24,CO(GT)_rollmean_3,CO(GT)_rollmean_24
2005-01-02 05:00:00,1.1,923.0,,2.7,634.0,123.0,984.0,75.0,943.0,875.0,3.1,69.2,0.5337,5,6,1,3.2,4.5,5.6,4.2,68.3,63.6,59.7,57.1,0.531,0.5414,0.5463,0.4759,3.3,3.6,5.2,4.8,3.5000000000000107,6.5625,1.3,1.3,1.7,1.4,1.2333333333333323,1.9749999999999996
2005-01-02 06:00:00,1.0,911.0,,2.4,613.0,148.0,992.0,82.0,934.0,861.0,2.4,71.9,0.5288,6,6,1,3.1,3.1,4.7,3.5,69.2,70.0,62.9,58.3,0.5337,0.5388,0.5424,0.4636,2.7,4.5,5.2,5.3,2.800000000000011,6.441666666666667,1.1,1.3,1.8,1.5,1.1333333333333322,1.9541666666666664
2005-01-02 07:00:00,1.0,924.0,,2.6,629.0,143.0,994.0,83.0,941.0,852.0,3.1,68.7,0.5317,7,6,1,2.4,3.2,4.5,3.0,71.9,68.3,63.5,60.7,0.5288,0.531,0.5411,0.4667,2.4,3.3,4.3,4.5,2.5666666666666775,6.362500000000001,1.0,1.3,1.6,1.4,1.0333333333333323,1.9374999999999998
2005-01-02 08:00:00,1.2,954.0,,3.4,674.0,180.0,940.0,88.0,981.0,891.0,2.1,73.1,0.5289,8,6,1,3.1,3.1,4.5,2.6,68.7,69.2,63.6,63.2,0.5317,0.5337,0.5414,0.4721,2.6,2.7,3.6,3.0,2.800000000000011,6.379166666666667,1.0,1.1,1.3,1.1,1.0666666666666655,1.9416666666666664
2005-01-02 09:00:00,1.3,960.0,,3.9,704.0,226.0,887.0,106.0,1003.0,947.0,3.3,68.2,0.5346,9,6,1,2.1,2.4,3.1,3.9,73.1,71.9,70.0,59.0,0.5289,0.5288,0.5388,0.4807,3.4,2.4,4.5,3.0,3.30000000000001,6.416666666666667,1.2,1.0,1.3,1.0,1.1666666666666654,1.9541666666666664
2005-01-02 10:00:00,1.6,1016.0,,4.9,760.0,254.0,835.0,112.0,1044.0,1016.0,4.1,65.8,0.5451,10,6,1,3.3,3.1,3.2,4.7,68.2,68.7,68.3,57.2,0.5346,0.5317,0.531,0.4932,3.9,2.6,3.3,4.7,4.066666666666677,6.425,1.3,1.0,1.3,1.2,1.3666666666666654,1.970833333333333
2005-01-02 11:00:00,2.2,1139.0,,7.5,879.0,372.0,753.0,141.0,1092.0,1201.0,6.6,56.6,0.5528,11,6,1,4.1,2.1,3.1,6.8,65.8,73.1,69.2,48.6,0.5451,0.5289,0.5337,0.4822,4.9,3.4,2.7,5.4,5.433333333333344,6.512499999999999,1.6,1.2,1.1,1.7,1.6999999999999986,1.9916666666666665
2005-01-02 12:00:00,2.2,1130.0,,7.1,860.0,379.0,752.0,148.0,1058.0,1218.0,8.0,51.2,0.5516,12,6,1,6.6,3.3,2.4,8.6,56.6,68.2,71.9,43.6,0.5528,0.5346,0.5288,0.4887,7.5,3.9,2.4,7.4,6.500000000000011,6.5,2.2,1.3,1.0,2.3,1.999999999999999,1.9874999999999996
2005-01-02 13:00:00,2.8,1237.0,,9.6,962.0,478.0,685.0,171.0,1138.0,1385.0,10.3,44.9,0.5612,13,6,1,8.0,4.1,3.1,9.5,51.2,65.8,68.7,41.2,0.5516,0.5451,0.5317,0.4908,7.1,4.9,2.6,8.4,8.066666666666677,6.550000000000001,2.2,1.6,1.0,2.2,2.399999999999999,2.0124999999999997
2005-01-02 14:00:00,2.1,1159.0,,6.5,837.0,344.0,742.0,160.0,1087.0,1311.0,12.3,41.7,0.5961,14,6,1,10.3,6.6,2.1,10.9,44.9,56.6,73.1,35.9,0.5612,0.5528,0.5289,0.468,9.6,7.5,3.4,8.9,7.733333333333344,6.45,2.8,2.2,1.2,2.4,2.3666666666666654,1.9999999999999998
2005-01-02 15:00:00,1.6,1124.0,,5.5,790.0,258.0,791.0,137.0,1071.0,1206.0,13.5,41.3,0.6342,15,6,1,12.3,8.0,3.3,12.5,41.7,51.2,68.2,32.3,0.5961,0.5516,0.5346,0.467,6.5,7.1,3.9,7.9,7.200000000000011,6.3500000000000005,2.1,2.2,1.3,2.2,2.1666666666666656,1.9749999999999996
2005-01-02 16:00:00,2.8,1312.0,,10.5,998.0,474.0,640.0,167.0,1249.0,1473.0,13.4,43.1,0.66,16,6,1,13.5,10.3,4.1,12.8,41.3,44.9,65.8,32.6,0.6342,0.5612,0.5451,0.4814,5.5,9.6,4.9,7.7,7.500000000000011,6.466666666666668,1.6,2.8,1.6,2.1,2.1666666666666656,2.0041666666666664
2005-01-02 17:00:00,2.6,1246.0,,8.9,936.0,438.0,665.0,164.0,1182.0,1460.0,9.9,53.3,0.6504,17,6,1,13.4,12.3,6.6,10.9,43.1,41.7,56.6,39.7,0.66,0.5961,0.5528,0.5166,10.5,6.5,7.5,12.1,8.300000000000011,6.333333333333333,2.8,2.1,2.2,3.0,2.333333333333332,1.9874999999999998
2005-01-02 18:00:00,2.8,1232.0,,8.8,931.0,451.0,674.0,166.0,1171.0,1627.0,8.9,54.6,0.6226,18,6,1,9.9,13.5,8.0,9.0,53.3,41.3,51.2,51.8,0.6504,0.6342,0.5516,0.5961,8.9,5.5,7.1,16.6,9.400000000000011,6.008333333333333,2.6,1.6,2.2,4.7,2.733333333333332,1.908333333333333
2005-01-02 19:00:00,2.9,1286.0,,10.5,996.0,473.0,644.0,167.0,1217.0,1827.0,8.9,54.8,0.6244,19,6,1,8.9,13.4,10.3,8.1,54.6,43.1,44.9,54.1,0.6226,0.66,0.5612,0.5882,8.8,10.5,9.6,11.4,9.400000000000011,5.970833333333334,2.8,2.8,2.8,3.6,2.7666666666666657,1.8791666666666662
2005-01-02 20:00:00,3.4,1347.0,,13.0,1084.0,560.0,582.0,174.0,1290.0,2004.0,8.3,58.2,0.6391,20,6,1,8.9,9.9,12.3,7.8,54.8,53.3,41.7,54.6,0.6244,0.6504,0.5961,0.5786,10.5,8.9,6.5,7.9,10.766666666666678,6.183333333333334,2.9,2.6,2.1,2.5,3.033333333333332,1.916666666666666
2005-01-02 21:00:00,2.9,1343.0,,12.9,1078.0,470.0,585.0,160.0,1288.0,1988.0,8.3,58.4,0.6426,21,6,1,8.3,8.9,13.5,6.2,58.2,54.6,41.3,59.6,0.6391,0.6226,0.6342,0.5698,13.0,8.8,5.5,8.1,12.133333333333345,6.383333333333334,3.4,2.8,1.6,2.3,3.066666666666665,1.9416666666666664
2005-01-02 22:00:00,3.2,1339.0,,12.7,1073.0,506.0,587.0,169.0,1285.0,1972.0,8.3,58.6,0.6462,22,6,1,8.3,8.9,13.4,5.7,58.4,54.8,43.1,59.9,0.6426,0.6244,0.66,0.5523,12.9,10.5,10.5,6.4,12.866666666666676,6.645833333333333,2.9,2.9,2.8,2.1,3.1666666666666656,1.9874999999999996
2005-01-02 23:00:00,3.1,1335.0,,12.6,1067.0,482.0,590.0,162.0,1283.0,1956.0,8.4,58.8,0.6497,23,6,1,8.3,8.3,9.9,5.6,58.6,58.2,53.3,59.7,0.6462,0.6391,0.6504,0.5463,12.7,13.0,8.9,5.2,12.733333333333343,6.954166666666666,3.2,3.4,2.6,1.7,3.066666666666665,2.045833333333333
2005-01-05 22:00:00,2.3,1182.0,,9.2,947.0,333.0,643.0,144.0,1334.0,1210.0,13.2,64.5,0.9732,22,2,1,13.4,13.4,14.2,9.4,65.3,64.5,60.0,68.9,0.9967,0.9865,0.9684,0.8155,11.9,15.0,13.8,6.0,12.000000000000012,13.2125,2.7,3.1,2.8,2.4,2.7666666666666657,3.0208333333333326
2005-01-05 23:00:00,1.6,1059.0,,6.0,810.0,227.0,764.0,126.0,1200.0,1002.0,13.2,62.3,0.9392,23,2,1,13.2,13.5,13.8,9.5,64.5,64.7,62.6,69.1,0.9732,0.9971,0.9862,0.819,9.2,14.9,13.5,5.9,9.033333333333346,13.216666666666669,2.3,3.3,2.8,1.7,2.199999999999999,3.016666666666666
2005-01-06 00:00:00,1.6,1056.0,,5.6,795.0,203.0,783.0,115.0,1187.0,896.0,12.5,63.7,0.9196,0,3,1,13.2,13.4,13.6,9.5,62.3,65.3,64.0,69.3,0.9392,0.9967,0.9891,0.8226,6.0,11.9,13.5,5.7,6.933333333333344,13.212499999999999,1.6,2.7,2.8,1.7,1.8333333333333324,3.0124999999999997
2005-01-06 01:00:00,1.7,1064.0,,5.4,785.0,210.0,769.0,116.0,1184.0,946.0,12.3,64.6,0.9229,1,3,1,12.5,13.2,13.4,9.5,63.7,64.5,64.5,69.5,0.9196,0.9732,0.9865,0.8261,5.6,9.2,15.0,5.6,5.6666666666666785,13.204166666666667,1.6,2.3,3.1,1.7,1.6333333333333326,3.0124999999999997
2005-01-06 02:00:00,1.6,1059.0,,5.4,783.0,198.0,781.0,112.0,1188.0,877.0,12.5,63.8,0.9244,2,3,1,12.3,13.2,13.5,9.1,64.6,62.3,64.7,70.9,0.9229,0.9392,0.9971,0.8176,5.4,6.0,14.9,8.1,5.466666666666678,13.091666666666667,1.7,1.6,3.3,1.9,1.6333333333333326,2.9999999999999996
2005-01-06 03:00:00,1.4,991.0,,3.5,681.0,143.5,874.0,89.5,1125.0,718.0,12.6,62.7,0.9121,3,3,1,12.5,12.5,13.4,8.1,63.8,63.7,65.3,72.1,0.9244,0.9196,0.9967,0.7798,5.4,5.6,11.9,8.5,4.766666666666679,12.883333333333333,1.6,1.6,2.7,2.0,1.5666666666666658,2.9749999999999996
2005-01-06 04:00:00,1.2,950.0,,2.5,622.0,89.0,960.0,67.0,1093.0,643.0,12.0,64.6,0.906,4,3,1,12.6,12.3,13.2,7.9,62.7,64.6,64.5,72.1,0.9121,0.9229,0.9732,0.7679,3.5,5.4,9.2,7.7,3.800000000000012,12.666666666666666,1.4,1.7,2.3,2.0,1.3999999999999992,2.941666666666666
2005-01-06 05:00:00,0.9,1005.0,,3.4,679.0,89.0,875.0,67.0,1120.0,745.0,10.7,69.5,0.8919,5,3,1,12.0,12.5,13.2,7.6,64.6,63.8,62.3,72.7,0.906,0.9244,0.9392,0.7598,2.5,5.4,6.0,6.8,3.1333333333333453,12.524999999999999,1.2,1.6,1.6,1.7,1.1666666666666659,2.908333333333333
2005-01-06 06:00:00,0.8,939.0,,1.8,568.0,101.0,1037.0,72.0,1054.0,656.0,12.4,62.6,0.8994,6,3,1,10.7,12.6,12.5,7.5,69.5,62.7,63.7,71.7,0.8919,0.9121,0.9196,0.7439,3.4,3.5,5.6,8.1,2.5666666666666784,12.262500000000001,0.9,1.4,1.6,1.8,0.9666666666666658,2.866666666666666
2005-01-06 07:00:00,0.7,961.0,,2.6,629.0,104.0,1011.0,69.0,1114.0,682.0,12.3,62.7,0.8947,7,3,1,12.4,12.0,12.3,7.9,62.6,64.6,64.6,70.6,0.8994,0.906,0.9229,0.7562,1.8,2.5,5.4,11.1,2.6000000000000116,11.908333333333333,0.8,1.2,1.7,2.2,0.799999999999999,2.8041666666666667
2005-01-06 08:00:00,1.1,1017.0,,4.0,712.0,192.0,827.0,107.0,1147.0,829.0,11.4,66.6,0.8948,8,3,1,12.3,10.7,12.5,8.6,62.7,69.5,63.8,69.0,0.8947,0.8919,0.9244,0.7732,2.6,3.4,5.4,16.4,2.800000000000012,11.391666666666667,0.7,0.9,1.6,3.7,0.8666666666666658,2.695833333333333
2005-01-06 09:00:00,1.5,1108.0,,6.2,823.0,237.0,720.0,117.0,1247.0,961.0,11.1,70.2,0.9276,9,3,1,11.4,12.4,12.6,9.1,66.6,62.6,62.7,67.5,0.8948,0.8994,0.9121,0.7831,4.0,1.8,3.5,21.6,4.266666666666679,10.75,1.1,0.8,1.4,4.8,1.099999999999999,2.558333333333333
2005-01-06 10:00:00,1.5,1122.0,,5.8,803.0,211.0,733.0,115.0,1225.0,960.0,13.4,61.0,0.9348,10,3,1,11.1,12.3,12.0,9.8,70.2,62.7,64.6,65.8,0.9276,0.8947,0.906,0.7967,6.2,2.6,2.5,19.3,5.3333333333333455,10.1875,1.5,0.7,1.2,4.8,1.366666666666666,2.420833333333333
2005-01-06 11:00:00,1.6,1099.0,,6.3,826.0,230.0,739.0,120.0,1223.0,940.0,15.9,52.2,0.9377,11,3,1,13.4,11.4,10.7,11.2,61.0,66.6,69.5,61.9,0.9348,0.8948,0.8919,0.8226,5.8,4.0,3.4,22.9,6.100000000000012,9.495833333333334,1.5,1.1,0.9,5.2,1.5333333333333325,2.2708333333333326
2005-01-06 12:00:00,1.6,1124.0,,5.9,805.0,240.0,726.0,128.0,1233.0,938.0,15.6,54.0,0.9515,12,3,1,15.9,11.1,12.4,12.8,52.2,70.2,62.6,60.1,0.9377,0.9276,0.8994,0.882,6.3,6.2,1.8,25.3,6.0000000000000115,8.6875,1.6,1.5,0.8,5.9,1.5666666666666658,2.0916666666666663
2005-01-06 13:00:00,2.0,1186.0,,8.5,921.0,295.0,660.0,138.0,1310.0,1040.0,16.3,51.5,0.9462,13,3,1,15.6,13.4,12.3,13.4,54.0,61.0,62.7,62.4,0.9515,0.9348,0.8947,0.9513,5.9,5.8,2.6,25.2,6.900000000000012,7.991666666666667,1.6,1.5,0.7,5.9,1.7333333333333325,1.9291666666666663
2005-01-06 14:00:00,1.7,1096.0,,6.2,819.0,243.0,733.0,127.0,1238.0,904.0,16.5,50.8,0.9442,14,3,1,16.3,15.9,11.4,14.3,51.5,52.2,66.6,61.2,0.9462,0.9377,0.8948,0.9941,8.5,6.3,4.0,13.2,6.866666666666678,7.699999999999999,2.0,1.6,1.1,3.1,1.7666666666666657,1.870833333333333
2005-01-06 15:00:00,1.5,1120.0,,6.4,829.0,196.0,725.0,111.0,1259.0,910.0,16.3,51.9,0.9535,15,3,1,16.5,15.6,11.1,14.6,50.8,54.0,70.2,59.6,0.9442,0.9515,0.9276,0.9824,6.2,5.9,6.2,13.9,7.033333333333346,7.387499999999999,1.7,1.6,1.5,2.6,1.7333333333333325,1.8249999999999995
2005-01-06 16:00:00,2.0,1185.0,,7.9,893.0,237.0,666.0,122.0,1312.0,1011.0,16.2,53.0,0.9687,16,3,1,16.3,16.3,13.4,14.2,51.9,51.5,61.0,60.0,0.9535,0.9462,0.9348,0.9684,6.4,8.5,5.8,13.8,6.8333333333333455,7.141666666666667,1.5,2.0,1.5,2.8,1.7333333333333325,1.7916666666666663
2005-01-06 17:00:00,1.9,1173.0,,7.7,885.0,274.0,685.0,134.0,1288.0,1038.0,15.6,54.8,0.966,17,3,1,16.2,16.5,15.9,13.8,53.0,50.8,52.2,62.6,0.9687,0.9442,0.9377,0.9862,7.9,6.2,6.3,13.5,7.3333333333333455,6.8999999999999995,2.0,1.7,1.6,2.8,1.799999999999999,1.7541666666666662
2005-01-06 18:00:00,2.1,1221.0,,8.9,935.0,352.0,642.0,153.0,1323.0,1144.0,14.5,57.5,0.944,18,3,1,15.6,16.3,15.6,13.6,54.8,51.9,54.0,64.0,0.966,0.9535,0.9515,0.9891,7.7,6.4,5.9,13.5,8.166666666666679,6.708333333333333,1.9,1.5,1.6,2.8,1.9999999999999991,1.7249999999999996
2005-01-06 19:00:00,2.8,1330.0,,12.4,1063.0,488.0,578.0,169.0,1419.0,1352.0,14.0,60.1,0.9566,19,3,1,14.5,16.2,16.3,13.4,57.5,53.0,51.5,64.5,0.944,0.9687,0.9462,0.9865,8.9,7.9,8.5,15.0,9.666666666666679,6.6000000000000005,2.1,2.0,2.0,3.1,2.2666666666666657,1.7124999999999995
2005-01-06 20:00:00,2.7,1325.0,,11.3,1027.0,426.0,591.0,162.0,1394.0,1365.0,13.5,63.0,0.9686,20,3,1,14.0,15.6,16.5,13.5,60.1,54.8,50.8,64.7,0.9566,0.966,0.9442,0.9971,12.4,7.7,6.2,14.9,10.86666666666668,6.45,2.8,1.9,1.7,3.3,2.5333333333333328,1.6874999999999998
2005-01-06 21:00:00,2.4,1195.0,,8.4,915.0,376.0,666.0,152.0,1295.0,1245.0,12.6,65.4,0.9529,21,3,1,13.5,14.5,16.3,13.4,63.0,57.5,51.9,65.3,0.9686,0.944,0.9535,0.9967,11.3,8.9,6.4,11.9,10.700000000000012,6.304166666666667,2.7,2.1,1.5,2.7,2.6333333333333324,1.6749999999999996
2005-01-06 22:00:00,1.6,1150.0,,7.3,869.0,237.0,694.0,127.0,1252.0,1203.0,12.0,67.5,0.9413,22,3,1,12.6,14.0,16.2,13.2,65.4,60.1,53.0,64.5,0.9529,0.9566,0.9687,0.9732,8.4,12.4,7.9,9.2,9.000000000000012,6.2250000000000005,2.4,2.8,2.0,2.3,2.2333333333333325,1.645833333333333
2005-01-06 23:00:00,1.7,1145.0,,5.9,806.0,199.0,736.0,112.0,1207.0,1120.0,10.5,72.0,0.912,23,3,1,12.0,13.5,15.6,13.2,67.5,63.0,54.8,62.3,0.9413,0.9686,0.966,0.9392,7.3,11.3,7.7,6.0,7.200000000000013,6.220833333333334,1.6,2.7,1.9,1.6,1.8999999999999992,1.6499999999999995
2005-01-07 00:00:00,1.3,1041.0,,4.3,729.0,164.0,819.0,98.0,1130.0,972.0,10.0,70.9,0.8706,0,4,1,10.5,12.6,14.5,12.5,72.0,65.4,57.5,63.7,0.912,0.9529,0.944,0.9196,5.9,8.4,8.9,5.6,5.8333333333333455,6.166666666666667,1.7,2.4,2.1,1.6,1.5333333333333325,1.6374999999999995
2005-01-07 01:00:00,1.4,1032.0,,3.6,687.0,142.0,867.0,89.0,1109.0,878.0,9.8,70.7,0.8571,1,4,1,10.0,12.0,14.0,12.3,70.9,67.5,60.1,64.6,0.8706,0.9413,0.9566,0.9229,4.3,7.3,12.4,5.4,4.600000000000011,6.091666666666668,1.3,1.6,2.8,1.7,1.4666666666666657,1.6249999999999998
2005-01-07 02:00:00,1.2,1010.0,,3.1,661.0,142.0,881.0,82.0,1100.0,853.0,8.0,75.0,0.8098,2,4,1,9.8,10.5,13.5,12.5,70.7,72.0,63.0,63.8,0.8571,0.912,0.9686,0.9244,3.6,5.9,11.3,5.4,3.6666666666666785,5.995833333333334,1.4,1.7,2.7,1.6,1.299999999999999,1.6083333333333332
2005-01-07 03:00:00,1.0,951.0,,2.5,620.0,134.5,938.0,79.5,1077.0,779.0,7.9,75.1,0.805,3,4,1,8.0,10.0,12.6,12.6,75.0,70.9,65.4,62.7,0.8098,0.8706,0.9529,0.9121,3.1,4.3,8.4,3.5,3.0666666666666784,5.954166666666667,1.2,1.3,2.4,1.4,1.199999999999999,1.5916666666666666
2005-01-07 04:00:00,1.0,944.0,,2.5,617.0,127.0,944.0,77.0,1039.0,766.0,7.0,77.3,0.7782,4,4,1,7.9,9.8,12.0,12.0,75.1,70.7,67.5,64.6,0.805,0.8571,0.9413,0.906,2.5,3.6,7.3,2.5,2.700000000000012,5.954166666666667,1.0,1.4,1.6,1.2,1.0666666666666658,1.583333333333333
2005-01-07 05:00:00,0.6,862.0,,1.4,540.0,73.0,1110.0,55.0,999.0,670.0,7.2,74.4,0.7581,5,4,1,7.0,8.0,10.5,10.7,77.3,75.0,72.0,69.5,0.7782,0.8098,0.912,0.8919,2.5,3.1,5.9,3.4,2.1333333333333453,5.870833333333334,1.0,1.2,1.7,0.9,0.8666666666666658,1.5708333333333329
2005-01-07 06:00:00,0.7,909.0,,1.8,567.0,100.0,1049.0,63.0,993.0,694.0,6.7,75.0,0.7418,6,4,1,7.2,7.9,10.0,12.4,74.4,75.1,70.9,62.6,0.7581,0.805,0.8706,0.8994,1.4,2.5,4.3,1.8,1.900000000000012,5.870833333333334,0.6,1.0,1.3,0.8,0.7666666666666657,1.5666666666666664
2005-01-07 07:00:00,1.0,965.0,,3.1,659.0,126.0,973.0,69.0,1059.0,739.0,6.4,76.3,0.7389,7,4,1,6.7,7.0,9.8,12.3,75.0,77.3,70.7,62.7,0.7418,0.7782,0.8571,0.8947,1.8,2.5,3.6,2.6,2.1000000000000116,5.891666666666666,0.7,1.0,1.4,0.7,0.7666666666666657,1.5791666666666664
2005-01-07 08:00:00,1.7,1102.0,,7.6,884.0,284.0,719.0,99.0,1218.0,940.0,6.0,78.5,0.7377,8,4,1,6.4,7.2,8.0,11.4,76.3,74.4,75.0,66.6,0.7389,0.7581,0.8098,0.8948,3.1,1.4,3.1,4.0,4.1666666666666785,6.041666666666667,1.0,0.6,1.2,1.1,1.1333333333333322,1.6041666666666663
2005-01-07 09:00:00,3.0,1226.0,,15.3,1157.0,419.0,552.0,125.0,1464.0,1201.0,6.3,77.4,0.7452,9,4,1,6.0,6.7,7.9,11.1,78.5,75.0,75.1,70.2,0.7377,0.7418,0.805,0.9276,7.6,1.8,2.5,6.2,8.666666666666679,6.420833333333333,1.7,0.7,1.0,1.5,1.8999999999999992,1.6666666666666663
2005-01-07 10:00:00,2.4,1132.0,,9.3,950.0,432.0,659.0,123.0,1253.0,1106.0,7.7,73.8,0.7769,10,4,1,6.3,6.4,7.0,13.4,77.4,76.3,77.3,61.0,0.7452,0.7389,0.7782,0.9348,15.3,3.1,2.5,5.8,10.733333333333343,6.566666666666666,3.0,1.0,1.0,1.5,2.366666666666666,1.7041666666666664
2005-01-07 11:00:00,2.2,1183.0,,11.0,1013.0,310.0,632.0,128.0,1306.0,1186.0,10.2,61.5,0.7638,11,4,1,7.7,6.0,7.2,15.9,73.8,78.5,74.4,52.2,0.7769,0.7377,0.7581,0.9377,9.3,7.6,1.4,6.3,11.86666666666668,6.7625,2.4,1.7,0.6,1.6,2.5333333333333323,1.729166666666666
2005-01-07 12:00:00,2.6,1211.0,,10.6,998.0,446.0,605.0,149.0,1298.0,1302.0,11.3,58.1,0.7743,12,4,1,10.2,6.3,6.7,15.6,61.5,77.4,75.0,54.0,0.7638,0.7452,0.7418,0.9515,11.0,15.3,1.8,5.9,10.300000000000011,6.958333333333333,2.2,3.0,0.7,1.6,2.399999999999999,1.770833333333333
2005-01-07 13:00:00,2.5,1253.0,,11.4,1030.0,464.0,590.0,137.0,1351.0,1368.0,10.6,62.3,0.7981,13,4,1,11.3,7.7,6.4,16.3,58.1,73.8,76.3,51.5,0.7743,0.7769,0.7389,0.9462,10.6,9.3,3.1,8.5,11.000000000000012,7.079166666666667,2.6,2.4,1.0,2.0,2.4333333333333322,1.791666666666666
2005-01-07 14:00:00,3.0,1311.0,,13.1,1088.0,505.0,563.0,147.0,1402.0,1452.0,11.1,62.0,0.8199,14,4,1,10.6,10.2,6.0,16.5,62.3,61.5,78.5,50.8,0.7981,0.7638,0.7377,0.9442,11.4,11.0,7.6,6.2,11.700000000000012,7.366666666666667,2.5,2.2,1.7,1.7,2.6999999999999993,1.845833333333333
2005-01-07 15:00:00,3.3,1341.0,,14.8,1142.0,564.0,536.0,168.0,1454.0,1537.0,12.6,57.7,0.8387,15,4,1,11.1,11.3,6.3,16.3,62.0,58.1,77.4,51.9,0.8199,0.7743,0.7452,0.9535,13.1,10.6,15.3,6.4,13.10000000000001,7.716666666666668,3.0,2.6,3.0,1.5,2.9333333333333322,1.9208333333333332
2005-01-07 16:00:00,3.8,1432.0,,16.5,1195.0,625.0,509.0,180.0,1513.0,1651.0,13.3,56.2,0.8548,16,4,1,12.6,10.6,7.7,16.2,57.7,62.3,73.8,53.0,0.8387,0.7981,0.7769,0.9687,14.8,11.4,9.3,7.9,14.800000000000011,8.075000000000001,3.3,2.5,2.4,2.0,3.3666666666666654,1.995833333333333
2005-01-07 17:00:00,3.6,1404.0,,16.5,1195.0,590.0,499.0,170.0,1501.0,1623.0,11.2,65.3,0.8639,17,4,1,13.3,11.1,10.2,15.6,56.2,62.0,61.5,54.8,0.8548,0.8199,0.7638,0.966,16.5,13.1,11.0,7.7,15.933333333333344,8.441666666666668,3.8,3.0,2.2,1.9,3.566666666666665,2.0666666666666664
2005-01-07 18:00:00,5.0,1493.0,,21.5,1337.0,712.0,466.0,180.0,1638.0,1742.0,8.8,74.6,0.8434,18,4,1,11.2,12.6,11.3,14.5,65.3,57.7,58.1,57.5,0.8639,0.8387,0.7743,0.944,16.5,14.8,10.6,8.9,18.16666666666668,8.966666666666667,3.6,3.3,2.6,2.1,4.133333333333332,2.1874999999999996
2005-01-07 19:00:00,5.7,1478.0,,22.2,1357.0,723.0,473.0,178.0,1652.0,1639.0,7.2,78.5,0.803,19,4,1,8.8,13.3,10.6,14.0,74.6,56.2,62.3,60.1,0.8434,0.8548,0.7981,0.9566,21.5,16.5,11.4,12.4,20.066666666666677,9.375,5.0,3.8,2.5,2.8,4.766666666666666,2.3083333333333327
2005-01-07 20:00:00,5.0,1411.0,,20.5,1311.0,707.0,487.0,159.0,1589.0,1537.0,6.5,80.0,0.7789,20,4,1,7.2,11.2,11.1,13.5,78.5,65.3,62.0,63.0,0.803,0.8639,0.8199,0.9686,22.2,16.5,13.1,11.3,21.40000000000001,9.758333333333333,5.7,3.6,3.0,2.7,5.233333333333332,2.4041666666666663
2005-01-07 21:00:00,4.8,1387.0,,17.7,1231.0,737.0,523.0,156.0,1487.0,1463.0,5.8,83.8,0.7768,21,4,1,6.5,8.8,12.6,12.6,80.0,74.6,57.7,65.4,0.7789,0.8434,0.8387,0.9529,20.5,21.5,14.8,8.4,20.133333333333344,10.145833333333334,5.0,5.0,3.3,2.4,5.166666666666665,2.5041666666666664
2005-01-07 22:00:00,3.9,1306.0,,15.4,1161.0,646.0,557.0,146.0,1407.0,1379.0,5.5,83.5,0.7619,22,4,1,5.8,7.2,13.3,12.0,83.8,78.5,56.2,67.5,0.7768,0.803,0.8548,0.9413,17.7,22.2,16.5,7.3,17.866666666666678,10.483333333333333,4.8,5.7,3.8,1.6,4.5666666666666655,2.5999999999999996
2005-01-07 23:00:00,3.3,1232.0,,11.6,1035.0,536.0,623.0,132.0,1296.0,1256.0,5.8,81.3,0.7568,23,4,1,5.5,6.5,11.2,10.5,83.5,80.0,65.3,72.0,0.7619,0.7789,0.8639,0.912,15.4,20.5,16.5,5.9,14.900000000000013,10.720833333333333,3.9,5.0,3.6,1.7,3.9999999999999982,2.666666666666666
2005-01-08 00:00:00,3.4,1277.0,,13.0,1085.0,567.0,589.0,137.0,1329.0,1344.0,5.4,82.6,0.7495,0,5,1,5.8,5.8,8.8,10.0,81.3,83.8,74.6,70.9,0.7568,0.7768,0.8434,0.8706,11.6,17.7,21.5,4.3,13.333333333333345,11.083333333333334,3.3,4.8,5.0,1.3,3.533333333333332,2.7541666666666664
2005-01-08 01:00:00,2.4,1063.0,,6.7,843.0,357.0,762.0,114.0,1125.0,1089.0,6.4,76.3,0.7369,1,5,1,5.4,5.5,7.2,9.8,82.6,83.5,78.5,70.7,0.7495,0.7619,0.803,0.8571,13.0,15.4,22.2,3.6,10.433333333333346,11.2125,3.4,3.9,5.7,1.4,3.033333333333332,2.7958333333333325
2005-01-08 02:00:00,1.4,991.0,,4.6,744.0,187.0,863.0,95.0,1069.0,949.0,7.0,73.6,0.7417,2,5,1,6.4,5.8,6.5,8.0,76.3,81.3,80.0,75.0,0.7369,0.7568,0.7789,0.8098,6.7,11.6,20.5,3.1,8.100000000000012,11.275,2.4,3.3,5.0,1.2,2.399999999999999,2.8041666666666667
